lhs_size,rhs_size,naive_time_us,fft_time_us
400,400,1927,417
400,400,2235,445
400,400,1663,330
400,400,2483,318
400,400,1589,319
400,400,1591,382
400,400,1651,361
400,400,1807,534
400,400,1609,319
400,400,1684,324
400,400,1694,495
400,400,2676,483
400,400,1597,321
400,400,1589,321
400,400,1592,323
400,400,1637,420
400,400,1704,320
400,400,1602,339
400,400,2036,740
400,400,1634,393
400,400,1635,557
400,400,1836,319
400,400,1847,323
400,400,1819,450
400,400,1655,323
400,400,1621,325
400,400,2843,463
400,400,2020,318
400,400,2346,508
400,400,1646,323
400,400,2019,325
400,400,1558,392
400,400,1612,323
400,400,1602,319
400,400,1593,324
400,400,1604,321
400,400,1814,488
400,400,1593,322
400,400,1540,400
400,400,1971,429
400,400,1587,323
400,400,2076,326
400,400,1604,323
400,400,1593,319
400,400,1952,439
400,400,3524,411
400,400,1624,359
400,400,1620,330
400,400,1601,319
400,400,1599,319
400,400,1633,319
400,400,3536,412
400,400,3495,445
400,400,1649,344
400,400,1962,354
400,400,1835,319
400,400,3539,534
400,400,1816,427
400,400,1710,416
400,400,2271,533
400,400,1591,324
400,400,1611,329
400,400,1643,348
400,400,1578,331
400,400,1607,337
400,400,1757,341
400,400,1793,363
400,400,1581,320
400,400,1701,327
500,400,1975,335
500,400,2018,387
500,400,2275,424
500,400,3430,534
500,400,2331,334
500,400,3486,323
500,400,2149,349
500,400,3115,718
500,400,2342,376
500,400,2415,339
500,400,1996,329
500,400,1974,349
500,400,2000,322
500,400,1981,321
500,400,2286,360
500,400,2690,527
500,400,3403,455
500,400,2042,379
500,400,2037,341
500,400,3343,768
500,500,4804,496
500,500,2780,460
500,500,3048,644
500,500,2577,451
500,500,2941,496
500,500,3965,480
500,500,2721,478
500,500,3325,337
500,500,2445,349
500,500,2604,452
500,500,3010,363
500,500,2461,325
500,500,2514,334
500,500,3167,346
500,500,2516,343
500,500,3379,433
500,500,2469,343
500,500,2529,621
500,500,3075,355
500,500,2478,354
500,500,2445,343
500,500,2449,328
500,500,3028,490
500,500,2444,352
500,500,2947,397
500,500,2903,557
500,500,2451,354
500,500,3054,388
500,500,2465,333
500,500,2491,329
500,500,2738,371
500,500,2919,323
500,500,3416,322
500,500,2418,328
500,500,2466,328
500,500,2508,328
500,500,2615,453
500,500,3220,571
500,500,3137,325
500,500,3412,322
500,500,4069,532
500,500,2484,342
500,500,2886,463
500,500,2467,326
500,500,2560,327
500,500,2446,326
500,500,2442,328
500,500,2545,324
500,500,3262,323
500,500,2433,334
500,500,2488,459
500,500,2759,432
500,500,2497,373
500,500,3316,379
500,500,2994,393
500,500,2895,467
500,500,2454,327
500,500,2468,334
500,500,2492,326
500,500,2451,327
500,500,2673,531
500,500,2944,483
500,500,2463,347
500,500,2526,335
500,500,3856,494
500,500,2433,375
500,500,3630,329
500,500,2835,485
500,500,2446,324
500,500,2458,328
500,500,2960,380
500,500,2447,329
500,500,2507,329
500,500,2458,333
500,500,2487,326
500,500,2458,322
500,500,2462,327
500,500,2398,389
500,500,2469,328
500,500,2446,326
500,500,3291,511
500,500,2482,328
500,500,3547,380
500,500,2809,329
500,500,2463,329
500,500,2562,451
500,500,2458,328
500,500,2479,328
500,500,2436,385
500,500,2468,393
500,500,2472,330
500,500,3152,323
500,500,2513,345
500,500,4072,456
500,500,2399,392
500,500,2441,363
500,500,2851,410
500,500,2517,369
500,500,2515,336
500,500,2474,408
500,500,2485,483
500,500,4039,425
500,500,5142,382
500,500,2426,335
500,500,2502,328
500,500,2476,324
500,500,2995,323
500,500,2516,325
500,500,2542,325
500,500,2447,330
500,500,2491,339
500,500,2450,329
500,500,2435,327
500,500,2467,321
500,500,2423,328
500,500,2544,377
500,500,2423,331
500,500,3049,330
500,500,2898,327
500,500,2986,395
500,500,2461,326
500,500,2478,328
500,500,3085,457
500,500,2487,322
500,500,2447,399
500,500,4093,465
500,500,2480,324
500,500,2503,328
500,500,3667,326
500,500,2814,472
500,500,2512,349
500,500,2738,323
500,500,2455,332
500,500,2453,345
500,500,3076,426
500,500,2448,323
500,500,2881,327
500,500,3067,474
500,500,2755,426
500,500,2441,324
500,500,2447,328
500,500,2487,330
500,500,2477,323
500,500,2437,322
500,500,2464,329
500,500,2834,338
500,500,2448,323
500,500,2480,498
500,500,2743,374
500,500,2767,326
500,500,2669,352
500,500,2991,329
500,500,3482,435
500,500,2477,323
500,500,2462,329
500,500,2450,328
500,500,2496,327
500,500,2451,326
500,500,2875,477
500,500,2480,327
500,500,2456,324
500,500,2445,322
500,500,2900,328
500,500,2726,469
500,500,2449,328
500,500,2430,340
500,500,2495,326
500,500,2484,331
500,500,2477,330
500,500,3538,430
500,500,4971,329
500,500,2528,355
500,500,2471,329
500,500,2414,324
500,500,2419,350
500,500,2413,385
500,500,3647,427
500,500,2462,327
500,500,2399,395
500,500,2437,324
500,500,2450,327
500,500,2469,325
500,500,3237,375
500,500,2453,404
500,500,3202,432
500,500,2494,327
500,500,2495,431
500,500,2532,330
500,500,2449,328
500,500,2441,330
500,500,3127,514
500,500,2674,515
500,500,2474,332
500,500,2442,356
500,500,2398,385
500,500,2864,329
500,500,3544,451
500,500,2507,323
500,500,2522,330
500,500,2452,328
500,500,2930,323
500,500,3441,567
500,500,2435,324
500,500,2455,329
500,500,5549,344
500,500,2958,328
500,500,2465,328
500,500,2916,327
500,500,2444,325
500,500,3076,496
500,500,3508,358
500,500,2490,329
500,500,2505,330
500,500,2448,325
500,500,2439,324
500,500,2456,325
500,500,2487,328
500,500,3021,335
500,500,2875,328
500,500,2461,331
500,500,2484,324
500,500,2930,323
500,500,2646,403
500,500,2399,379
500,500,2449,326
500,500,2456,326
500,500,2441,328
500,500,2512,327
500,500,2699,456
500,500,2494,334
500,500,2539,429
500,500,2777,329
500,500,2511,329
500,500,2429,366
500,500,2417,328
500,500,2456,324
500,500,2443,324
500,500,3549,357
500,500,3475,556
500,500,3115,495
500,500,2460,329
500,500,2903,330
500,500,2451,324
500,500,2457,323
500,500,2486,327
500,500,2460,338
500,500,2479,353
500,500,2479,322
500,500,4575,485
500,500,2538,335
500,500,2931,505
500,500,2467,404
500,500,2490,323
500,500,3294,641
500,500,2890,325
500,500,3621,336
500,500,2540,502
500,500,2564,335
500,500,3662,493
500,500,2665,451
500,500,2478,329
500,500,3314,324
500,500,2455,326
500,500,2474,334
500,500,2497,338
500,500,3520,981
500,500,4022,565
500,500,3177,360
500,600,3122,552
500,600,2875,508
500,600,3543,545
500,600,6922,698
500,600,5735,1560
500,600,3526,532
500,600,3028,489
500,600,4721,737
500,600,5317,751
500,600,5252,716
500,600,3517,519
500,600,3158,479
500,600,3005,512
500,600,3273,766
500,600,4057,450
500,600,3130,657
500,600,4292,651
500,600,3790,494
500,600,2950,501
600,600,3881,533
600,600,3596,515
600,600,3525,481
600,600,4370,572
600,600,3819,608
600,600,3735,678
600,600,3503,488
600,600,3454,537
600,600,3541,456
600,600,4526,599
600,600,3591,545
600,600,5934,684
600,600,3663,674
600,600,3498,454
600,600,3536,474
600,600,3510,532
600,600,3621,652
600,600,3523,517
600,600,4165,471
600,600,3623,471
600,600,3641,471
600,600,3595,527
600,600,3983,729
600,600,3594,453
600,600,5968,654
600,600,3616,487
600,600,3911,653
600,600,3690,462
600,600,3609,496
600,600,3611,459
600,600,3590,520
600,600,4747,461
600,600,4083,460
600,600,4718,511
600,600,3672,459
600,600,3494,495
600,600,3521,504
600,600,4649,458
600,600,3475,459
600,600,3493,516
600,600,3588,504
600,600,7000,481
600,600,3489,521
600,600,3591,457
600,600,3485,504
600,600,3513,519
600,600,3484,522
600,600,3506,460
600,600,3510,459
600,600,3452,504
600,600,6079,674
600,600,3630,568
600,600,3502,511
600,600,3828,472
600,600,4992,530
600,600,3953,460
600,600,3911,521
600,600,4178,673
600,600,3901,708
600,600,4228,515
600,600,4262,458
600,600,3829,517
600,600,3524,461
600,600,3814,674
600,600,3878,666
600,600,3667,453
600,600,3491,513
600,600,3524,464
600,600,3585,458
600,600,3593,455
600,600,3921,459
600,600,3463,455
600,600,3541,459
600,600,4127,649
600,600,3905,664
600,600,4129,454
600,600,3518,462
600,600,4527,630
600,600,4290,462
600,600,3502,512
600,600,3982,697
600,600,3527,459
600,600,3497,453
600,600,3508,460
600,600,3560,546
600,600,3585,455
600,600,3536,487
600,600,4685,464
600,600,4535,462
600,600,3499,469
600,600,3965,456
600,600,5066,709
600,600,3706,461
600,600,5232,643
600,600,3719,468
600,600,3636,567
600,600,3884,640
600,600,3515,494
600,600,3498,520
600,600,3992,659
600,600,4434,483
600,600,3482,514
600,600,3501,495
600,600,3606,461
600,600,3488,532
600,600,3656,465
600,600,5212,707
600,600,3529,456
600,600,3600,460
600,600,3500,467
600,600,3802,691
600,600,3497,531
600,600,4243,460
600,600,3534,455
600,600,3571,482
600,600,4181,557
600,600,3497,524
600,600,3517,457
600,600,3563,466
600,600,3463,459
600,600,3806,560
600,600,3541,516
600,600,5292,453
600,600,4060,695
600,600,3920,698
600,600,5139,624
600,600,3494,483
600,600,3580,519
600,600,3771,509
600,600,4274,535
600,600,5038,457
600,600,3742,460
600,600,3516,460
600,600,4005,460
600,600,10278,828
600,600,4754,455
600,600,3652,455
600,600,3627,471
600,600,3567,551
600,600,4411,458
600,600,4080,457
600,600,3521,513
600,600,4172,454
600,600,4624,458
600,600,3572,617
600,600,4589,579
600,600,4046,462
600,600,3579,460
600,600,4207,516
600,600,4006,454
600,600,3525,529
600,600,4371,659
600,600,3906,465
600,600,3565,540
600,600,3981,653
600,600,3623,459
600,600,4412,517
600,600,3677,506
600,600,5125,490
600,600,3922,454
600,600,4068,614
600,600,3626,461
600,600,3656,460
600,600,3638,527
600,600,3886,499
600,600,4649,455
600,600,3543,454
600,600,3577,453
600,600,3564,457
600,600,3591,458
600,600,3543,550
600,600,3757,460
600,600,3562,498
600,600,3558,458
600,600,3511,502
600,600,3495,461
600,600,3692,671
600,600,3499,464
600,600,3487,454
600,600,4137,514
600,600,3619,455
600,600,3570,461
600,600,4083,621
600,600,3945,459
600,600,3563,506
600,600,3597,458
600,600,3783,637
600,600,4381,462
600,600,4619,516
600,600,3686,628
600,600,3606,522
600,600,4380,643
600,600,3494,452
600,600,3492,485
600,600,3509,454
600,600,3626,474
600,600,3618,565
600,600,4296,679
600,600,4596,690
600,600,3487,510
600,600,3801,679
600,600,3996,640
600,600,4749,520
600,600,3468,493
600,600,3518,521
600,600,3552,571
600,600,3667,505
600,600,5289,488
600,600,3534,583
600,600,3616,503
600,600,3616,506
600,600,3645,456
600,600,4145,482
600,600,4014,665
600,600,3820,457
600,600,3592,457
600,600,3630,460
600,600,5235,452
600,600,3565,457
600,600,3804,642
600,600,3544,490
600,600,4218,536
600,600,3491,507
600,600,3572,459
600,600,3825,515
600,600,4397,616
600,600,3688,491
600,600,4164,512
600,600,3501,462
600,600,3726,521
600,600,4693,615
600,600,3613,454
600,600,3559,453
600,600,4492,467
600,600,3948,460
600,600,3485,517
600,600,3634,459
600,600,3579,460
600,600,3653,509
600,600,3805,468
600,600,3543,524
600,600,5610,467
600,600,3508,569
600,600,3520,482
600,600,4270,456
600,600,4199,515
600,600,3584,455
600,600,3934,517
600,600,3567,454
600,600,3496,456
600,600,5874,695
600,600,3614,612
600,600,5809,595
600,600,3674,635
600,600,3511,459
600,600,4285,609
600,600,3538,489
600,600,4646,486
600,600,4133,682
600,600,4324,456
600,600,3618,454
600,600,3763,532
600,600,3554,517
600,600,3533,508
600,600,3910,583
600,600,3565,495
600,600,5359,636
600,600,3928,455
600,600,3858,457
600,600,3760,539
600,600,3948,523
600,600,4851,459
600,600,3679,552
600,600,3970,635
600,600,4088,545
600,600,3604,461
600,600,3752,527
600,600,3572,492
600,600,5039,672
600,600,3603,548
600,600,3817,488
600,600,3740,517
600,600,3886,518
600,600,3490,458
600,600,4588,456
600,600,4070,540
600,600,3655,454
600,600,3693,452
600,600,3530,455
600,600,3587,460
600,600,4184,660
600,600,3856,689
600,600,4042,528
600,600,3507,460
600,600,3530,512
600,600,3656,455
600,600,3634,458
600,600,4386,508
600,600,4157,477
600,600,3638,460
600,600,3909,636
600,600,3542,461
600,600,4613,521
600,600,3499,461
600,600,3498,453
600,600,3615,508
600,600,3493,460
600,600,4024,672
600,600,4721,642
600,600,3486,466
600,600,4053,459
600,600,4497,461
600,600,3626,460
600,600,3523,523
600,600,3535,456
600,600,3644,620
600,600,4381,690
600,600,3534,519
600,600,3676,676
600,600,4278,676
600,600,4537,469
600,600,3513,485
600,600,4122,627
600,600,3492,454
600,600,3609,459
600,600,4519,678
600,600,4652,461
600,600,4168,665
600,600,4154,561
600,600,3533,467
600,600,3776,650
600,600,4179,630
600,600,6025,646
600,600,4387,852
600,600,4670,641
600,600,4325,697
600,600,3867,685
600,600,5714,711
600,600,3559,500
600,600,4777,653
600,600,3655,507
600,600,3577,500
600,600,4099,701
600,600,3985,461
600,600,3663,518
600,600,3864,458
600,600,4675,667
600,600,3674,508
600,600,4637,459
600,600,4244,576
600,600,3593,480
600,600,4255,684
600,600,4873,582
600,600,3601,697
600,600,3547,459
600,600,3465,509
600,600,5011,682
600,600,3696,514
600,600,4103,457
600,600,3947,492
600,600,3537,460
600,600,3545,461
600,600,5679,528
600,600,4091,456
600,600,7596,633
600,600,4449,520
600,600,4628,594
600,600,7942,702
600,600,7041,656
600,600,7801,629
600,600,6469,459
600,600,7190,642
600,600,4382,656
600,600,4651,472
600,600,3691,670
600,600,4634,826
600,600,4275,668
600,600,3522,461
600,600,3500,528
600,600,3633,456
600,600,4350,559
600,600,4054,621
600,600,6352,696
600,600,3659,522
600,600,3509,455
600,600,4018,586
700,600,5826,606
700,600,4698,644
700,600,5088,472
700,600,6535,690
700,600,4868,492
700,600,4972,847
700,600,4276,476
700,600,5637,563
700,600,9184,832
700,600,6671,763
700,600,4239,630
700,600,4619,523
700,600,5232,473
700,600,4447,474
700,600,4181,461
700,600,4408,596
700,600,5288,472
700,600,8005,891
700,600,4854,630
700,600,5121,476
700,600,4491,492
700,600,4584,515
700,600,6648,763
700,600,5070,638
700,600,8137,643
700,700,5661,514
700,700,4788,478
700,700,5116,589
700,700,5081,504
700,700,5594,746
700,700,7528,466
700,700,5682,522
700,700,4820,511
700,700,4782,465
700,700,5272,556
700,700,4766,477
700,700,4802,459
700,700,5505,738
700,700,4770,484
700,700,5523,515
700,700,4691,520
700,700,5827,732
700,700,5946,544
700,700,5065,617
700,700,5093,633
700,700,5167,580
700,700,6303,458
700,700,4720,582
700,700,5677,465
700,700,4806,455
700,700,5793,531
700,700,4934,535
700,700,5094,680
700,700,4872,466
700,700,5811,605
700,700,5339,464
700,700,4778,525
700,700,4867,540
700,700,4714,461
700,700,5800,570
700,700,4819,457
700,700,4750,616
700,700,5619,649
700,700,4724,465
700,700,6142,520
700,700,4788,541
700,700,7154,602
700,700,4829,462
700,700,4868,710
700,700,4761,461
700,700,6173,683
700,700,4730,532
700,700,5213,550
700,700,4790,464
700,700,4732,564
700,700,4806,466
700,700,4845,466
700,700,5644,464
700,700,6701,533
700,700,6046,457
700,700,4745,535
700,700,4942,490
700,700,5155,464
700,700,4722,525
700,700,4842,463
700,700,4736,523
700,700,5433,677
700,700,4798,461
700,700,4689,476
700,700,4881,463
700,700,4688,525
700,700,4945,632
700,700,4819,493
700,700,4811,506
700,700,6059,464
700,700,6174,463
700,700,5858,535
700,700,5547,462
700,700,5421,459
700,700,4947,549
700,700,5425,510
700,700,4811,517
700,700,4911,464
700,700,4857,533
700,700,4907,508
700,700,5764,691
700,700,5401,520
700,700,5387,541
700,700,5182,567
700,700,6344,474
700,700,5426,638
700,700,6390,693
700,700,5074,463
700,700,5002,674
700,700,5236,462
700,700,4796,517
700,700,5252,463
700,700,5452,505
700,700,5356,510
700,700,4821,461
700,700,6399,691
700,700,4768,521
700,700,5881,696
700,700,5205,607
700,700,5919,559
700,700,4818,463
700,700,4836,522
700,700,4821,539
700,700,4752,458
700,700,4781,522
700,700,5031,460
700,700,4790,458
700,700,4816,459
700,700,5692,549
700,700,6035,553
700,700,5263,540
700,700,4750,581
700,700,5229,713
700,700,4754,496
700,700,4819,525
700,700,4772,507
700,700,5198,635
700,700,4985,684
700,700,5220,462
700,700,6040,708
700,700,4803,465
700,700,5162,477
700,700,5097,510
700,700,5172,461
700,700,5898,504
700,700,4779,532
700,700,4833,465
700,700,4729,463
700,700,4787,475
700,700,4923,508
700,700,4968,457
700,700,6347,669
700,700,4927,464
700,700,4806,518
700,700,6220,534
700,700,5500,519
700,700,4853,465
700,700,5096,693
700,700,6232,686
700,700,4839,467
700,700,4834,594
700,700,4891,660
700,700,4819,455
700,700,4763,517
700,700,4863,456
700,700,4751,464
700,700,6401,521
700,700,5642,503
700,700,5426,455
700,700,7000,459
700,700,4697,550
700,700,5050,678
700,700,4839,460
700,700,4736,485
700,700,4782,462
700,700,4751,468
700,700,6047,660
700,700,5833,521
700,700,4940,462
700,700,5955,528
700,700,4794,457
700,700,4796,459
700,700,5499,483
700,700,5332,680
700,700,4803,497
700,700,5663,510
700,700,4801,497
700,700,5623,687
700,700,4807,475
700,700,5331,710
700,700,4775,521
700,700,4826,464
700,700,5493,552
700,700,4818,492
700,700,5287,513
700,700,5645,465
700,700,4853,466
700,700,5849,588
700,700,4793,458
700,700,5502,461
700,700,4731,521
700,700,5407,522
700,700,5882,696
700,700,4723,529
700,700,4759,458
700,700,4785,463
700,700,4692,508
700,700,5907,464
700,700,5906,516
700,700,5331,873
700,700,4806,563
700,700,4848,580
700,700,6482,458
700,700,4843,525
700,700,4773,505
700,700,4829,464
700,700,4752,492
700,700,6033,505
700,700,5181,672
700,700,4756,469
700,700,6047,506
700,700,5919,496
700,700,4790,695
700,700,4761,530
700,700,4839,468
700,700,4794,461
700,700,5894,519
700,700,7176,692
700,700,5974,585
700,700,4894,629
700,700,5571,670
700,700,5782,665
700,700,4876,464
700,700,5756,522
700,700,5532,457
700,700,4748,492
700,700,5252,523
700,700,4930,466
700,700,4902,490
700,700,5219,545
700,700,5183,505
700,700,7738,653
700,700,8515,706
700,700,10388,709
700,700,4993,459
700,700,6032,463
700,700,4690,496
700,700,4786,469
700,700,5331,466
700,700,5355,653
700,700,4745,461
700,700,4724,465
700,700,6110,635
700,700,5001,534
700,700,4745,524
700,700,5813,462
700,700,4688,489
700,700,4808,463
700,700,4767,457
700,700,4791,457
700,700,7315,625
700,700,4829,477
700,700,4982,522
700,700,5077,549
700,700,7608,950
700,700,5139,685
700,700,6513,850
700,700,6013,476
700,700,4911,480
700,700,5688,647
700,700,8016,708
700,700,6099,702
700,700,5960,746
700,700,4816,512
700,700,8805,804
700,700,8810,687
700,700,9094,525
700,700,6916,778
700,700,5330,733
700,700,4799,538
700,700,4966,574
700,700,5801,578
700,700,5885,510
700,700,5481,515
700,700,5303,473
700,700,5918,690
700,700,6078,689
700,700,5260,487
700,700,5337,458
700,800,6199,679
700,800,7579,637
700,800,6274,1608
700,800,8383,1747
700,800,7376,853
700,800,9153,800
700,800,6714,500
700,800,7741,856
700,800,7814,1117
700,800,7150,1259
700,800,8699,644
700,800,5978,689
700,800,6956,674
700,800,6128,493
700,800,5724,507
700,800,5951,619
700,800,6187,633
700,800,7587,573
700,800,10007,606
700,800,11870,795
800,800,13466,808
800,800,11894,671
800,800,9731,493
800,800,9421,752
800,800,6823,560
800,800,6534,729
800,800,7774,642
800,800,6435,530
800,800,6502,497
800,800,7049,463
800,800,6313,491
800,800,6187,534
800,800,6807,470
800,800,6431,484
800,800,6152,523
800,800,6263,612
800,800,6149,551
800,800,6197,474
800,800,6160,471
800,800,6184,552
800,800,6532,466
800,800,6154,511
800,800,6163,471
800,800,6698,525
800,800,6278,466
800,800,6199,473
800,800,7355,522
800,800,7360,470
800,800,6304,471
800,800,7775,722
800,800,6188,491
800,800,6746,471
800,800,7308,692
800,800,6217,517
800,800,7451,465
800,800,6462,504
800,800,6195,544
800,800,6254,467
800,800,6314,539
800,800,6358,495
800,800,6393,468
800,800,6284,671
800,800,6598,471
800,800,7997,464
800,800,7923,528
800,800,7274,504
800,800,6694,591
800,800,6616,526
800,800,7660,707
800,800,7172,521
800,800,6646,472
800,800,7272,588
800,800,6581,463
800,800,6656,508
800,800,7843,478
800,800,6324,475
800,800,6716,519
800,800,7780,562
800,800,7291,657
800,800,8068,468
800,800,6225,537
800,800,6203,472
800,800,6304,469
800,800,6599,538
800,800,7326,641
800,800,6291,496
800,800,7917,469
800,800,6254,511
800,800,7447,466
800,800,8002,474
800,800,6894,528
800,800,6215,470
800,800,7020,542
800,800,7082,468
800,800,6192,533
800,800,6955,565
800,800,6211,467
800,800,6257,466
800,800,6402,540
800,800,6204,471
800,800,6188,583
800,800,6249,466
800,800,6522,579
800,800,6756,465
800,800,6832,496
800,800,6258,491
800,800,6233,567
800,800,6955,475
800,800,7706,536
800,800,8143,499
800,800,6429,501
800,800,17845,824
800,800,6797,742
800,800,6247,468
800,800,6234,532
800,800,7506,467
800,800,7400,464
800,800,6264,468
800,800,6876,494
800,800,6204,511
800,800,6697,589
800,800,6562,527
800,800,7671,705
800,800,6253,472
800,800,6115,504
800,800,7710,524
800,800,6886,555
800,800,6530,513
800,800,6206,465
800,800,6722,489
800,800,7468,763
800,800,7204,468
800,800,6957,687
800,800,7324,467
800,800,6560,501
800,800,6639,526
800,800,7035,543
800,800,6448,464
800,800,6133,496
800,800,6144,473
800,800,6300,463
800,800,7051,496
800,800,6639,473
800,800,6513,629
800,800,7234,470
800,800,7313,541
800,800,6113,705
800,800,6192,614
800,800,6122,538
800,800,6336,637
800,800,6240,517
800,800,7210,523
800,800,7497,467
800,800,6827,641
800,800,6225,463
800,800,7311,468
800,800,6966,707
800,800,6260,468
800,800,7522,531
800,800,7411,487
800,800,7932,470
800,800,9093,629
800,800,6375,466
800,800,7745,517
800,800,6297,494
800,800,7306,469
800,800,7173,525
800,800,6974,463
800,800,7586,470
800,800,7146,666
800,800,6188,468
800,800,6163,537
800,800,6330,643
800,800,6129,490
800,800,6758,713
800,800,6274,466
800,800,6184,547
800,800,7351,469
800,800,8774,468
800,800,6717,593
800,800,6339,463
800,800,6625,538
800,800,7122,472
800,800,6156,477
800,800,7301,703
800,800,6423,469
800,800,7965,704
800,800,7421,655
800,800,6180,474
800,800,6159,486
800,800,6246,472
800,800,6150,492
800,800,6188,468
800,800,7354,638
800,800,6756,647
800,800,7839,668
800,800,6164,467
800,800,6315,463
800,800,7342,493
800,800,6139,542
800,800,6677,598
800,800,6350,466
800,800,6352,532
800,800,6201,469
800,800,6959,533
800,800,8197,498
800,800,6674,491
800,800,10761,646
800,800,6893,463
800,800,11440,546
800,800,7825,721
800,800,6286,521
800,800,7598,633
800,800,7047,621
800,800,11060,521
800,800,10637,534
800,800,6479,613
800,800,10737,766
800,800,9902,610
800,800,13252,695
800,800,8106,593
800,800,8731,697
800,800,7857,841
800,800,7786,540
800,800,8988,797
800,800,10170,578
800,800,10793,644
800,800,10489,467
800,800,11154,670
800,800,11840,612
800,800,7677,511
800,800,6424,476
800,800,7216,692
800,800,6762,482
800,800,9499,511
800,800,7657,509
800,800,7011,697
800,800,11731,732
800,800,8636,465
900,800,9815,708
900,800,8434,465
900,800,11129,600
900,800,10729,772
900,800,8823,658
900,800,7636,465
900,800,9984,862
900,800,10625,649
900,800,8037,701
900,800,7231,563
900,800,7627,466
900,800,8531,500
900,800,10864,842
900,800,6923,539
900,800,8432,534
900,800,11146,586
900,800,7611,556
900,800,8924,509
900,800,7726,514
900,900,11231,794
900,900,8669,488
900,900,9720,531
900,900,9694,791
900,900,10215,902
900,900,8379,553
900,900,9959,567
900,900,9596,528
900,900,8078,517
900,900,9410,562
900,900,8923,597
900,900,9965,691
900,900,10473,520
900,900,8220,471
900,900,8331,780
900,900,9940,486
900,900,9034,522
900,900,8166,546
900,900,8248,476
900,900,8283,475
900,900,8215,531
900,900,10028,539
900,900,7940,686
900,900,9768,492
900,900,10430,527
900,900,8717,475
900,900,9284,475
900,900,9490,714
900,900,9137,494
900,900,8990,536
900,900,7962,476
900,900,9629,522
900,900,10404,500
900,900,7872,521
900,900,9083,521
900,900,8622,470
900,900,11015,652
900,900,8173,532
900,900,8601,595
900,900,9364,688
900,900,8918,530
900,900,7774,609
900,900,8632,549
900,900,9214,501
900,900,8544,473
900,900,7863,480
900,900,8107,543
900,900,8562,518
900,900,7945,466
900,900,7902,489
900,900,7868,575
900,900,8208,475
900,900,10283,605
900,900,7955,545
900,900,8916,736
900,900,7905,472
900,900,8807,658
900,900,10924,480
900,900,8973,688
900,900,8657,475
900,900,7786,541
900,900,7916,699
900,900,9014,475
900,900,11384,628
900,900,8671,477
900,900,8119,700
900,900,9449,550
900,900,10832,705
900,900,8736,534
900,900,7887,468
900,900,10262,473
900,900,8845,534
900,900,8624,474
900,900,8458,555
900,900,8348,508
900,900,10185,548
900,900,8278,645
900,900,9796,477
900,900,8369,518
900,900,9405,520
900,900,11767,469
900,900,8692,543
900,900,10885,477
900,900,10716,700
900,900,8260,546
900,900,9514,496
900,900,7919,479
900,900,8347,545
900,900,8780,471
900,900,9646,541
900,900,7944,481
900,900,8883,629
900,900,10169,554
900,900,8027,468
900,900,7905,532
900,900,8090,475
900,900,7869,546
900,900,7944,474
900,900,8484,644
900,900,8730,477
900,900,7896,472
900,900,8967,483
900,900,7886,718
900,900,9234,531
900,900,8923,692
900,900,8047,477
900,900,7839,532
900,900,7984,487
900,900,8775,469
900,900,7796,544
900,900,8007,477
900,900,8994,510
900,900,9065,770
900,900,9118,757
900,900,9242,737
900,900,8637,538
900,900,7954,474
900,900,9653,658
900,900,8733,478
900,900,7892,543
900,900,8615,469
900,900,7911,468
900,900,10912,550
900,900,8498,549
900,900,8961,656
900,900,9067,519
900,900,9229,543
900,900,7943,479
900,900,8642,546
900,900,7949,651
900,900,8892,536
900,900,7853,477
900,900,9568,531
900,900,9042,537
900,900,10869,486
900,900,8768,475
900,900,9086,708
900,900,9496,545
900,900,8115,514
900,900,8326,728
900,900,8855,546
900,900,9042,533
900,900,8646,476
900,900,8589,558
900,900,7759,468
900,900,9040,472
900,900,8496,519
900,900,8640,474
900,900,10663,551
900,900,7859,549
900,900,10139,473
900,900,9984,603
900,900,7945,567
900,900,8457,473
900,900,9177,526
900,900,8438,643
900,900,7883,474
900,900,7827,520
900,900,9265,758
900,900,9909,552
900,900,10309,530
900,900,7950,466
900,900,9190,470
900,900,8332,648
900,900,7827,541
900,900,7887,565
900,900,9430,561
900,900,9176,486
900,900,10592,521
900,900,9294,622
900,900,8991,640
900,900,8159,472
900,900,8063,545
900,900,9290,688
900,900,9005,530
900,900,8782,509
900,900,9812,526
900,900,9617,471
900,900,7953,476
900,900,8001,534
900,900,9332,469
900,900,7910,538
900,900,8998,653
900,900,9137,538
900,900,8468,470
900,900,9117,642
900,900,7879,480
900,900,8891,469
900,900,7819,546
900,900,8515,470
900,900,11045,501
900,900,7915,501
900,900,7917,475
900,900,9138,597
900,900,8994,535
900,900,7990,476
900,900,8683,476
900,900,10137,548
900,900,8096,489
900,900,9897,544
900,900,8962,546
900,900,8596,473
900,900,9092,569
900,900,7812,474
900,900,7898,484
900,900,7877,545
900,900,9175,630
900,900,7925,472
900,900,7789,527
900,900,8755,473
900,900,9351,574
900,900,7878,475
900,900,8218,691
900,900,10155,695
900,900,7817,470
900,900,7816,525
900,900,7870,620
900,900,8086,764
900,900,8532,479
900,900,7975,467
900,900,8868,537
900,900,8917,469
900,900,8049,708
900,900,8599,516
900,900,11466,590
900,900,8223,501
900,900,8914,548
900,900,10179,474
900,900,9334,526
900,900,7964,517
900,900,7895,529
900,900,8393,557
900,900,9440,467
900,900,8275,602
900,900,11497,632
900,900,8799,485
900,900,9774,471
900,900,11999,766
